Return,Return_5d,Return_20d,Return_Smooth,RSI_14,MACD_Hist,Drawdown,VIX,VIX_Change,VIX_Change_5d,GDP_YoY,Core_Inflation_YoY,M2_YoY,Unemployment,Risk_Adj_Return_20d,Relative_Volume,MACD_Hist_Accel,target
-0.0136607802214403,-0.0180418338482852,-0.0188926504877073,-0.0009552693273221,38.35407467718347,-0.8663591318267153,-0.0368049589924792,15.960000038146973,2.050000190734864,2.8299999237060547,0.0343070693604317,0.0227283127659898,0.0179235612827646,6.6,-0.0011837492860312022,1.3857203210815379,-0.3125024277752245,0.0
0.0038986721245006,-0.0090785156417027,-0.0230164149454189,-0.000995143959236,41.74845773176766,-0.8988224559767015,-0.0330497773356458,14.800000190734863,-1.1599998474121094,1.010000228881836,0.0343070693604317,0.0205022831050227,0.0187589764633466,6.6,-0.0015551621011604228,0.9393813485152541,-0.032463324149986206,0.0
0.0022958081562935,-0.0011759665378727,-0.0241487304445571,-0.0015487389783279,43.72130707657438,-0.799236763953788,-0.030829845127723,14.869999885559082,0.0699996948242187,0.1700000762939453,0.0343070693604317,0.0205022831050227,0.0187589764633466,6.6,-0.0016239888628459482,0.589996633652841,0.09958569202291356,0.0
-0.0057798778147131,-0.014889893396905,-0.0356512186881312,-0.0011686997154312,40.03656600955683,-0.8608779701189647,-0.0364315302045513,15.829999923706056,0.9600000381469744,2.3099994659423846,0.0343070693604317,0.023972602739726,0.0200486560952017,6.5,-0.0022521286379449524,0.7432882961923144,-0.061641206165176765,0.0
0.0007966478237071,-0.0124923088493779,-0.0308786074587552,-0.0012686656634285,40.773192126100206,-0.8224589283335728,-0.0356639054800959,16.079999923706055,0.2499999999999982,2.1700000762939453,0.0343070693604317,0.023972602739726,0.0200486560952017,6.5,-0.0019203102240149877,0.9960688255295095,0.038419041785391905,0.0
-0.0038725238321533,-0.0026924567563574,-0.0393983199883298,-0.0006411048129256,38.30769293524249,-0.859946740863107,-0.0393983199883298,16.360000610351562,0.2800006866455078,0.4000005722045898,0.0343070693604317,0.023972602739726,0.0200486560952017,6.5,-0.0024082087063807328,0.38510977871716345,-0.03748781252953415,0.0
0.0037363781176689,-0.0028536852166899,-0.0332216960424787,4.158222498653084e-05,41.94142456918393,-0.715812005653514,-0.0358091488913381,16.0,-0.3600006103515625,1.1999998092651367,0.0343070693604317,0.023972602739726,0.0200486560952017,6.5,-0.0020763547049332284,1.016619458758489,0.14413473520959297,0.0
0.0046693064365732,-0.000492381254261,-0.0061726951566685,0.0005655650346551,46.22045035681317,-0.4356822013256156,-0.0313070463441714,14.260000228881836,-1.739999771118164,-0.6099996566772461,0.0343070693604317,0.023972602739726,0.0200486560952017,6.5,-0.00043286751254683476,0.9943082392381514,0.2801298043278984,0.0
-0.0022059899578469,0.0031005133792021,-0.0124639748200229,0.000368822909229,44.54237719420392,-0.2882224849465244,-0.0334439732721732,16.229999542236328,1.969999313354492,0.3999996185302716,0.0343070693604317,0.023972602739726,0.0200486560952017,6.5,-0.00076795856389284,1.56892449450618,0.14745971637909117,0.0
0.0025328253271528,0.0048406876182054,-0.0084704178702337,0.0012868004475411,46.91995787326839,-0.0899544823805693,-0.0309958556875648,14.40999984741211,-1.8199996948242188,-1.670000076293945,0.0343070693604317,0.023972602739726,0.0200486560952017,6.5,-0.0005878148564731828,3.6946562629307795,0.19826800256595511,0.0
-0.006765733907051,0.0019221703895988,-0.0187617558713757,0.0020762466789692,41.75702455577864,-0.146997769469777,-0.0375518798828125,16.549999237060547,2.139999389648437,0.1899986267089843,0.0343070693604317,0.023972602739726,0.0200486560952017,6.5,-0.0011336402054303615,0.30508075667088347,-0.057043287089207695,0.0
0.0054753364482447,0.0036579856322971,-0.0053099402325852,0.0014148950799683,46.822275084983474,0.003021577091727,-0.0322821526111903,14.869999885559082,-1.6799993515014648,-1.130000114440918,0.0343070693604317,0.023972602739726,0.0200486560952017,6.5,-0.0003570905650669349,0.8677788563559609,0.150019346561504,0.0
0.0020367297016952,0.0010280589033502,-0.0059338510162163,0.0012321543864238,48.62202856274158,0.1734827703654087,-0.0303111729285529,16.610000610351562,1.7400007247924805,2.3500003814697266,0.0343070693604317,0.023972602739726,0.0200486560952017,6.5,-0.00035724546813463513,0.5274634786056299,0.1704611932736817,0.0
-0.0008130359462179,0.0024255277560081,-0.0068477152573673,0.0018810589212308,47.92335365665363,0.2625466738717918,-0.0310995648016078,14.779999732971191,-1.830000877380371,-1.4499998092651367,0.0343070693604317,0.023972602739726,0.0200486560952017,6.5,-0.0004633092522321851,1.3461486589762726,0.0890639035063831,0.0
0.0051604968024536,0.0050529180008496,-0.0065605173495587,0.0013644520804208,52.5774969764653,0.4733768864774073,-0.0260995572038705,14.510000228881836,-0.2699995040893554,0.1000003814697265,0.0343070693604317,0.023972602739726,0.0200486560952017,6.5,-0.00045213733457610827,0.8131823010113453,0.21083021260561546,0.0
0.0031527851953798,0.0150894591336467,-0.0039975773901277,-3.2316110789992855e-05,55.22395747231206,0.6890449653207245,-0.023029058306049,12.760000228881836,-1.75,-3.789999008178711,0.0343070693604317,0.023972602739726,0.0200486560952017,6.5,-0.00031328951297227985,0.24076102205769212,0.21566807884331718,0.0
0.0003397826803637,0.0099048003880581,0.0015308101082389,-0.0007841466789196,55.51300723293364,0.8106313389805271,-0.0226971005008428,13.31999969482422,0.5599994659423846,-1.5500001907348615,0.0343070693604317,0.023972602739726,0.0200486560952017,6.5,0.0001149256001543099,0.6602597684123056,0.12158637365980263,0.0
-0.0053496136940781,0.0024604588468783,0.0018174562190307,-0.0033893113608443,50.03464052321187,0.693996899465423,-0.0279252934752658,14.34000015258789,1.02000045776367,-2.270000457763672,0.0343070693604317,0.023972602739726,0.0200486560952017,6.5,0.00012674023237722117,0.5861281794476175,-0.1166344395151041,0.0
