iteration,train_logloss,val_logloss
0,0.6402843179132812,0.6105042955160537
1,0.6081015671878236,0.5982367675318274
2,0.581608212075865,0.5886339374703426
3,0.5497758192029786,0.5782538459100992
4,0.5285818948519532,0.5802619470363836
5,0.5095321135817579,0.5719287098939236
6,0.49548353216335334,0.5740914067309164
7,0.4793148699387956,0.5715019593751708
8,0.46412699288450215,0.5732748265133744
9,0.45124451135742405,0.5688543589012172
10,0.43715719496728517,0.5698090684027767
11,0.4258607342101875,0.5664905357945005
12,0.41355205847142046,0.5668049911006147
13,0.4032419649436513,0.5659564435482025
14,0.39117755286392897,0.5612592180677228
15,0.38427181414604694,0.5554478953273787
16,0.3751240256734805,0.5554071551318779
17,0.3645043838563637,0.5518241229148402
18,0.3538598680464918,0.5530536503243287
19,0.3489077127899679,0.5497434979607893
20,0.34443295867261553,0.5506188049664925
21,0.33452405443036415,0.5501240877886349
22,0.32848242710481423,0.5483232430148363
23,0.3244213031657271,0.5499220503141417
24,0.3169779618011755,0.5523134141950017
25,0.3125460300396965,0.5548556944992752
26,0.3024610922492486,0.5592200194061595
27,0.2934056182460572,0.5642007374486258
28,0.28764773003462585,0.5663554531915045
29,0.2802569232900962,0.5756436461254806
30,0.27447844969474067,0.5774020279550374
31,0.2693628062261683,0.5794186511036764
32,0.26489324004735154,0.5760898579382322
33,0.2585783291471497,0.5776423973238647
34,0.2535364309325151,0.5863489804609966
35,0.24976944590027847,0.5870367486549671
36,0.24190111062265654,0.5837850338188417
37,0.2359140610876707,0.5803134891442782
38,0.23273160684377686,0.580435708858246
39,0.23092276072570567,0.5810056909596999
40,0.22661263483648422,0.5794889756023537
41,0.222036455664419,0.5809626634297675
42,0.21486799547401675,0.5874969061847739
43,0.21257527792695666,0.5893514835619155
44,0.20818391264488886,0.6007672063232805
45,0.20686612975272728,0.6050734352444197
46,0.20448903217328193,0.6051114540627579
47,0.20212640609753332,0.6095715648435873
48,0.1978604872880093,0.6157316017735044
49,0.19321027037366992,0.6177578574213574
50,0.19101107411697274,0.6185362604957235
51,0.1889158671359764,0.6311336354046219
52,0.18675482536849441,0.6312086583638062
53,0.18514958866144143,0.6329152798651412
54,0.18251021898637737,0.6368133111414422
55,0.17839959319468737,0.6333498670394684
56,0.1744702478730504,0.6240984721919924
57,0.17110806430967498,0.6341666724483337
58,0.16854953067625872,0.6353039161373314
59,0.16648635753218566,0.635913489049183
60,0.16348174451968056,0.6367506834700011
61,0.16173614072223846,0.6432381508890478
62,0.1600823382876519,0.6429095662096855
63,0.15743221350355044,0.6463573942165141
64,0.1562370874696196,0.6466379826656385
65,0.15477213350327898,0.6533839831970311
66,0.15201187840669195,0.6536780617252438
67,0.1498434759221239,0.6549463314746825
68,0.14865615927150433,0.6576972741160257
69,0.14735843286711633,0.657216374200778
70,0.14580207003551396,0.657304221637349
71,0.1440306802568032,0.6648063263314408
72,0.14287769714701587,0.6639389806919023
73,0.14175676258583247,0.6655012316030274
74,0.14095576103548255,0.6720195216841476
75,0.13829534164248264,0.6740017593915627
76,0.13719155197180993,0.6754710941151577
77,0.1363081448078527,0.6737074160954584
78,0.13439699693660204,0.6742245403065832
79,0.13259556676588036,0.6786781235944567
80,0.13143148021550366,0.6788567286696396
81,0.1298922396042998,0.6794399746733893
82,0.12892409219259338,0.6807302657121861
83,0.12650852058310427,0.6862238675303312
84,0.12579605004341723,0.6869481609100816
85,0.12472752859827062,0.6853874261224908
86,0.12376682678475942,0.6861107053940627
87,0.12253207297884286,0.6885582338972172
88,0.12121460825821034,0.6889695426436804
89,0.12079021367736774,0.6955437351751491
90,0.11963975223091465,0.6936791917785655
91,0.11925964501638983,0.7005792357587561
92,0.11839274590040583,0.6999853814277562
93,0.11758031488837851,0.6993284816033767
94,0.11611497329847059,0.7050568388784273
95,0.11525332653740353,0.7061585407438022
96,0.11413691283950311,0.7069317102911836
97,0.11238777782895161,0.7092318673698584
98,0.11164923480437686,0.7164930785654973
99,0.11098377690722634,0.7172481457662593
100,0.10966197799488567,0.7171611817301471
101,0.10879959792044444,0.7171821538900394
102,0.10540363176987895,0.7186071668740709
103,0.1041756387899526,0.7197719186504196
104,0.10268031160363575,0.7213477658423475
105,0.10177012341061024,0.7248350514688428
106,0.10146042095579641,0.7317730534243153
107,0.1003887051495635,0.7341676054002587
108,0.0996727275326596,0.7351349058995748
109,0.09917857121965815,0.7351291165308117
110,0.09780467932036092,0.7382570117258735
111,0.09670334361512983,0.7385794130483475
112,0.09583916691869256,0.7380883721201572
113,0.09427674309686326,0.7384625346596319
114,0.09374194722776803,0.7387948632750821
115,0.09345641121130763,0.7458003983512657
116,0.09286494448837543,0.7471124780847014
117,0.09164819642164966,0.7513527547177917
118,0.08997427455241845,0.7531346443234526
119,0.08885496394071266,0.7498023665596752
