iteration,train_logloss,val_logloss
126,0.04806531521149202,0.328940271866397
127,0.04711969775304459,0.32975734050545313
128,0.04636873711013476,0.328233766562244
129,0.0460164116478762,0.3284764005755272
130,0.04574264335512664,0.32872896605882884
131,0.04523038760895991,0.32832696080985085
132,0.0445932592164021,0.3288302420065402
133,0.04389082396853995,0.3282734159872308
134,0.04346119971303426,0.32510474023230995
135,0.04305684945374715,0.32527369592812955
136,0.04281339186747221,0.3254600639003163
137,0.04217073970880867,0.3249080992737402
138,0.04158787743404634,0.32555806084749733
139,0.04125721172861572,0.3254109382208813
140,0.04047462833603341,0.3249497030968631
141,0.03984617331385188,0.3242665297971694
142,0.03934175766954121,0.32393895731990807
143,0.03905420135373849,0.32370928074929217
144,0.03857280782544206,0.32519483428733587
145,0.03821852344981582,0.3242783754928917
146,0.03780751240315371,0.3240379549952285
147,0.03735585684970216,0.3238003273704929
148,0.03686961258805424,0.32428725200255787
149,0.0366481501323294,0.32478091027882067
